CVE ID,Status,Processing Time (s),Retrieval Time (s),Total Time (s),CWEs Identified
CVE-2022-36616,SKIPPED,0.00,3.88,3.88,
CVE-2022-30745,SKIPPED,0.00,4.72,4.72,
CVE-2021-44776,SKIPPED,0.00,4.50,4.50,
CVE-2022-26187,SKIPPED,0.00,3.97,3.97,
CVE-2022-34164,SKIPPED,0.00,5.46,5.46,
CVE-2022-39263,SKIPPED,0.00,4.86,4.86,
CVE-2022-32530,SKIPPED,0.00,4.66,4.66,
CVE-2021-28965,SKIPPED,0.00,4.28,4.28,
CVE-2022-38381,SKIPPED,0.00,4.04,4.04,
CVE-2021-43304,SKIPPED,0.00,3.75,3.75,
CVE-2022-45390,SKIPPED,0.00,4.38,4.38,
CVE-2022-1639,SKIPPED,0.00,4.58,4.58,
CVE-2022-21148,SKIPPED,0.00,4.83,4.83,
CVE-2022-36633,SKIPPED,0.00,4.43,4.43,
CVE-2022-28137,SKIPPED,0.00,4.96,4.96,
CVE-2022-36369,SKIPPED,0.00,4.86,4.86,
CVE-2021-40783,SKIPPED,0.00,3.53,3.53,
CVE-2022-34410,SKIPPED,0.00,5.35,5.35,
CVE-2022-28622,SKIPPED,0.00,4.78,4.78,
CVE-2022-32765,SKIPPED,0.00,3.72,3.72,
CVE-2022-3307,SKIPPED,0.00,4.09,4.09,
CVE-2022-26841,SKIPPED,0.00,5.73,5.73,
CVE-2022-3186,SKIPPED,0.00,4.40,4.40,
CVE-2022-41198,SKIPPED,0.00,3.86,3.86,
CVE-2021-35112,SKIPPED,0.00,3.92,3.92,
CVE-2022-36903,SKIPPED,0.00,4.68,4.68,
CVE-2022-30308,SKIPPED,0.00,5.26,5.26,
CVE-2022-20225,SKIPPED,0.00,6.30,6.30,
CVE-2022-28703,SKIPPED,0.00,4.81,4.81,
CVE-2022-40475,SKIPPED,0.00,4.30,4.30,
CVE-2022-0098,SKIPPED,0.00,3.73,3.73,
CVE-2022-24116,SKIPPED,0.00,4.55,4.55,
CVE-2022-43413,SKIPPED,0.00,4.15,4.15,
CVE-2022-0220,SKIPPED,0.00,4.15,4.15,
CVE-2022-20263,SKIPPED,0.00,4.37,4.37,
CVE-2022-29580,SKIPPED,0.00,4.48,4.48,
CVE-2022-30732,SKIPPED,0.00,5.01,5.01,
CVE-2022-48423,SKIPPED,0.00,3.61,3.61,
CVE-2022-38372,SKIPPED,0.00,5.05,5.05,
CVE-2022-39883,SKIPPED,0.00,4.29,4.29,
CVE-2022-0952,SKIPPED,0.00,5.71,5.71,
CVE-2022-29588,SKIPPED,0.00,5.18,5.18,
CVE-2022-47483,SKIPPED,0.00,4.99,4.99,
CVE-2022-24780,SKIPPED,0.00,5.08,5.08,
CVE-2022-20255,SKIPPED,0.00,3.98,3.98,
CVE-2022-23040,SKIPPED,0.00,4.73,4.73,
CVE-2022-24784,SKIPPED,0.00,4.04,4.04,
CVE-2022-25640,SKIPPED,0.00,4.18,4.18,
CVE-2021-1906,SKIPPED,0.00,4.22,4.22,
CVE-2022-24861,SKIPPED,0.00,4.29,4.29,
CVE-2022-31623,SKIPPED,0.00,4.57,4.57,
CVE-2021-25516,SKIPPED,0.00,4.74,4.74,
CVE-2022-38670,SKIPPED,0.00,4.30,4.30,
CVE-2022-39289,SKIPPED,0.00,5.99,5.99,
CVE-2022-39327,SKIPPED,0.00,5.00,5.00,
CVE-2022-29850,SKIPPED,0.00,4.59,4.59,
CVE-2022-23523,SKIPPED,0.00,3.54,3.54,
CVE-2022-40621,SKIPPED,0.00,4.00,4.00,
CVE-2021-25735,SKIPPED,0.00,5.07,5.07,
CVE-2022-21653,SKIPPED,0.00,4.43,4.43,
CVE-2022-35467,SKIPPED,0.00,3.28,3.28,
CVE-2022-25906,SKIPPED,0.00,4.09,4.09,
CVE-2022-4353,SKIPPED,0.00,4.85,4.85,
CVE-2022-20924,SKIPPED,0.00,5.17,5.17,
CVE-2022-31070,SKIPPED,0.00,5.13,5.13,
CVE-2022-20852,SKIPPED,0.00,0.84,0.84,
CVE-2022-38828,SKIPPED,0.00,4.39,4.39,
CVE-2022-28692,SKIPPED,0.00,4.26,4.26,
CVE-2022-28171,SKIPPED,0.00,4.95,4.95,
CVE-2022-23701,SKIPPED,0.00,5.07,5.07,
CVE-2022-3883,SKIPPED,0.00,0.95,0.95,
CVE-2022-20688,SKIPPED,0.00,5.68,5.68,
CVE-2022-4811,SKIPPED,0.00,4.91,4.91,
CVE-2022-35451,SKIPPED,0.00,3.32,3.32,
CVE-2022-24415,SKIPPED,0.00,4.64,4.64,
CVE-2022-33323,SKIPPED,0.00,4.31,4.31,
CVE-2022-36559,SKIPPED,0.00,5.00,5.00,
CVE-2021-36007,SKIPPED,0.00,4.01,4.01,
CVE-2022-37810,SKIPPED,0.00,4.70,4.70,
CVE-2022-2047,SKIPPED,0.00,5.90,5.90,
CVE-2022-34827,SKIPPED,0.00,5.42,5.42,
CVE-2022-47450,SKIPPED,0.00,4.26,4.26,
CVE-2021-24917,SKIPPED,0.00,4.73,4.73,
CVE-2022-26318,SKIPPED,0.00,3.96,3.96,
CVE-2022-28896,SKIPPED,0.00,5.71,5.71,
CVE-2022-33924,SKIPPED,0.00,4.08,4.08,
CVE-2022-25248,SKIPPED,0.00,4.75,4.75,
CVE-2021-0920,SKIPPED,0.00,5.14,5.14,
CVE-2022-20736,SKIPPED,0.00,4.49,4.49,
CVE-2022-0902,SKIPPED,0.00,5.80,5.80,
CVE-2022-47052,SKIPPED,0.00,3.76,3.76,
CVE-2022-0442,SKIPPED,0.00,4.86,4.86,
CVE-2022-34540,SKIPPED,0.00,4.55,4.55,
CVE-2022-20725,SKIPPED,0.00,3.62,3.62,
CVE-2022-20126,SKIPPED,0.00,4.28,4.28,
CVE-2022-3304,SKIPPED,0.00,3.75,3.75,
CVE-2022-48070,SKIPPED,0.00,4.39,4.39,
CVE-2022-25568,SKIPPED,0.00,4.40,4.40,
CVE-2021-20406,SKIPPED,0.00,4.01,4.01,
CVE-2022-4314,SKIPPED,0.00,5.35,5.35,
CVE-2021-38009,SKIPPED,0.00,4.93,4.93,
CVE-2022-23921,SKIPPED,0.00,4.21,4.21,
CVE-2022-31179,SKIPPED,0.00,5.98,5.98,
CVE-2022-24828,SKIPPED,0.00,4.22,4.22,
CVE-2022-20358,SKIPPED,0.00,3.97,3.97,
CVE-2021-44378,SKIPPED,0.00,5.13,5.13,
CVE-2021-41031,SKIPPED,0.00,4.02,4.02,
CVE-2022-31043,SKIPPED,0.00,4.76,4.76,
CVE-2022-47473,SKIPPED,0.00,5.19,5.19,
CVE-2022-22587,SKIPPED,0.00,4.40,4.40,
CVE-2021-39082,SKIPPED,0.00,4.45,4.45,
CVE-2022-39107,SKIPPED,0.00,4.34,4.34,
CVE-2021-25370,SKIPPED,0.00,5.07,5.07,
CVE-2021-3803,SKIPPED,0.00,4.24,4.24,
CVE-2022-29836,SKIPPED,0.00,4.66,4.66,
CVE-2022-2539,SKIPPED,0.00,4.18,4.18,
CVE-2022-32049,SKIPPED,0.00,3.58,3.58,
CVE-2021-36666,SKIPPED,0.00,5.27,5.27,
CVE-2022-38378,SKIPPED,0.00,6.62,6.62,
CVE-2022-37620,SKIPPED,0.00,4.25,4.25,
CVE-2022-39850,SKIPPED,0.00,4.27,4.27,
CVE-2022-23050,SKIPPED,0.00,4.03,4.03,
CVE-2022-3738,SKIPPED,0.00,5.65,5.65,
CVE-2022-4181,SKIPPED,0.00,3.82,3.82,
CVE-2021-3020,SKIPPED,0.00,4.91,4.91,
CVE-2022-0907,SKIPPED,0.00,4.76,4.76,
CVE-2022-22192,SKIPPED,0.00,8.88,8.88,
CVE-2022-30474,SKIPPED,0.00,3.85,3.85,
CVE-2021-45937,SKIPPED,0.00,3.36,3.36,
CVE-2022-27226,SKIPPED,0.00,4.15,4.15,
CVE-2021-3979,SKIPPED,0.00,4.18,4.18,
CVE-2022-43517,SKIPPED,0.00,4.77,4.77,
CVE-2022-39856,SKIPPED,0.00,4.13,4.13,
CVE-2021-25326,SKIPPED,0.00,4.14,4.14,
CVE-2022-32591,SKIPPED,0.00,6.69,6.69,
CVE-2022-47339,SKIPPED,0.00,4.94,4.94,
CVE-2022-31446,SKIPPED,0.00,4.07,4.07,
CVE-2021-41144,SKIPPED,0.00,4.74,4.74,
CVE-2022-38114,SKIPPED,0.00,3.95,3.95,
CVE-2022-22715,SKIPPED,0.00,4.16,4.16,
CVE-2022-46334,SKIPPED,0.00,4.44,4.44,
CVE-2022-20719,SKIPPED,0.00,4.19,4.19,
CVE-2021-46507,SKIPPED,0.00,3.26,3.26,
CVE-2022-45378,SKIPPED,0.00,4.32,4.32,
CVE-2022-34836,SKIPPED,0.00,5.73,5.73,
CVE-2022-2146,SKIPPED,0.00,7.78,7.78,
CVE-2022-29464,SKIPPED,0.00,4.31,4.31,
CVE-2021-40779,SKIPPED,0.00,4.32,4.32,
CVE-2022-3443,SKIPPED,0.00,5.31,5.31,
CVE-2022-46677,SKIPPED,0.00,4.57,4.57,
CVE-2022-27005,SKIPPED,0.00,4.38,4.38,
CVE-2022-2781,SKIPPED,0.00,4.46,4.46,
CVE-2022-27827,SKIPPED,0.00,5.49,5.49,
CVE-2022-0748,SKIPPED,0.00,4.76,4.76,
CVE-2021-40765,SKIPPED,0.00,3.86,3.86,
CVE-2022-0390,SKIPPED,0.00,7.63,7.63,
CVE-2021-30349,SKIPPED,0.00,3.90,3.90,
CVE-2022-22272,SKIPPED,0.00,4.95,4.95,
CVE-2022-29397,SKIPPED,0.00,3.65,3.65,
CVE-2022-24847,SKIPPED,0.00,4.39,4.39,
CVE-2021-1071,SKIPPED,0.00,4.88,4.88,
CVE-2021-29854,SKIPPED,0.00,5.12,5.12,
CVE-2022-38170,SKIPPED,0.00,5.35,5.35,
CVE-2022-0578,SKIPPED,0.00,6.25,6.25,
CVE-2022-27507,SKIPPED,0.00,4.35,4.35,
CVE-2022-34529,SKIPPED,0.00,4.87,4.87,
CVE-2021-40553,SKIPPED,0.00,4.19,4.19,
CVE-2022-45124,SKIPPED,0.00,5.08,5.08,
CVE-2022-30231,SKIPPED,0.00,4.42,4.42,
CVE-2021-41837,SKIPPED,0.00,4.70,4.70,
CVE-2022-37190,SKIPPED,0.00,4.65,4.65,
CVE-2022-28775,SKIPPED,0.00,4.67,4.67,
CVE-2021-31477,SKIPPED,0.00,4.22,4.22,
CVE-2021-43308,SKIPPED,0.00,4.05,4.05,
CVE-2022-35711,SKIPPED,0.00,3.54,3.54,
CVE-2021-37234,SKIPPED,0.00,5.96,5.96,
CVE-2022-34361,SKIPPED,0.00,5.15,5.15,
CVE-2022-25782,SKIPPED,0.00,4.65,4.65,
CVE-2022-31222,SKIPPED,0.00,4.64,4.64,
CVE-2021-21939,SKIPPED,0.00,4.27,4.27,
CVE-2022-23134,SKIPPED,0.00,4.08,4.08,
CVE-2022-24167,SKIPPED,0.00,5.82,5.82,
CVE-2022-25431,SKIPPED,0.00,3.39,3.39,
CVE-2022-25441,SKIPPED,0.00,4.22,4.22,
CVE-2022-23634,SKIPPED,0.00,5.99,5.99,
CVE-2022-32615,SKIPPED,0.00,7.73,7.73,
CVE-2022-48283,SKIPPED,0.00,5.18,5.18,
CVE-2022-1468,SKIPPED,0.00,4.69,4.69,
CVE-2022-33900,SKIPPED,0.00,3.28,3.28,
CVE-2022-3875,SKIPPED,0.00,6.78,6.78,
CVE-2022-20036,SKIPPED,0.00,5.07,5.07,
CVE-2022-3325,SKIPPED,0.00,4.46,4.46,
CVE-2022-30695,SKIPPED,0.00,4.54,4.54,
CVE-2022-32536,SKIPPED,0.00,4.85,4.85,
CVE-2022-1210,SKIPPED,0.00,5.54,5.54,
CVE-2022-2379,SKIPPED,0.00,4.39,4.39,
CVE-2022-1589,SKIPPED,0.00,4.62,4.62,
CVE-2022-21813,SKIPPED,0.00,4.79,4.79,
CVE-2022-39812,SKIPPED,0.00,4.41,4.41,
CVE-2022-41666,SKIPPED,0.00,4.70,4.70,
CVE-2021-26634,SKIPPED,0.00,4.82,4.82,
CVE-2022-1641,SKIPPED,0.00,4.10,4.10,
CVE-2022-30719,SKIPPED,0.00,5.66,5.66,
CVE-2022-34287,SKIPPED,0.00,3.85,3.85,
CVE-2022-3318,SKIPPED,0.00,4.29,4.29,
CVE-2021-26386,SKIPPED,0.00,4.05,4.05,
CVE-2022-23654,SKIPPED,0.00,5.12,5.12,
CVE-2022-24976,SKIPPED,0.00,4.34,4.34,
CVE-2022-47332,SKIPPED,0.00,4.60,4.60,
CVE-2022-35229,SKIPPED,0.00,3.92,3.92,
CVE-2021-33502,SKIPPED,0.00,4.46,4.46,
CVE-2022-30306,SKIPPED,0.00,3.76,3.76,
CVE-2022-42699,SKIPPED,0.00,4.85,4.85,
CVE-2022-20218,SKIPPED,0.00,4.39,4.39,
CVE-2022-1699,SKIPPED,0.00,5.01,5.01,
CVE-2022-24900,SKIPPED,0.00,3.88,3.88,
CVE-2022-41033,SKIPPED,0.00,4.34,4.34,
CVE-2022-28165,SKIPPED,0.00,4.70,4.70,
CVE-2022-26948,SKIPPED,0.00,4.84,4.84,
CVE-2022-20148,SKIPPED,0.00,3.79,3.79,
CVE-2021-40060,SKIPPED,0.00,3.71,3.71,
CVE-2022-25262,SKIPPED,0.00,5.35,5.35,
CVE-2022-35100,SKIPPED,0.00,5.18,5.18,
CVE-2022-33699,SKIPPED,0.00,4.34,4.34,
CVE-2022-33268,SKIPPED,0.00,3.91,3.91,
CVE-2022-1596,SKIPPED,0.00,4.95,4.95,
CVE-2021-22787,SKIPPED,0.00,5.69,5.69,
CVE-2022-39293,SKIPPED,0.00,4.63,4.63,
CVE-2022-30535,SKIPPED,0.00,4.65,4.65,
CVE-2022-22163,SKIPPED,0.00,5.17,5.17,
CVE-2022-34891,SKIPPED,0.00,5.97,5.97,
CVE-2022-41185,SKIPPED,0.00,1.03,1.03,
CVE-2022-37130,SKIPPED,0.00,5.70,5.70,
CVE-2022-41839,SKIPPED,0.00,6.46,6.46,
CVE-2022-38368,SKIPPED,0.00,5.00,5.00,
CVE-2021-42122,SKIPPED,0.00,5.37,5.37,
CVE-2022-0798,SKIPPED,0.00,3.73,3.73,
CVE-2022-28909,SKIPPED,0.00,4.46,4.46,
CVE-2022-29062,SKIPPED,0.00,3.88,3.88,
CVE-2021-46848,SKIPPED,0.00,3.41,3.41,
CVE-2022-22286,SKIPPED,0.00,4.74,4.74,
CVE-2022-0581,SKIPPED,0.00,5.41,5.41,
CVE-2022-21698,SKIPPED,0.00,5.66,5.66,
CVE-2022-26429,SKIPPED,0.00,4.04,4.04,
CVE-2021-44854,SKIPPED,0.00,4.04,4.04,
CVE-2022-22736,SKIPPED,0.00,4.07,4.07,
CVE-2022-30111,SKIPPED,0.00,4.64,4.64,
CVE-2022-46833,SKIPPED,0.00,4.45,4.45,
CVE-2022-0296,SKIPPED,0.00,3.68,3.68,
CVE-2022-39097,SKIPPED,0.00,5.01,5.01,
CVE-2022-27332,SKIPPED,0.00,4.94,4.94,
CVE-2022-23559,SKIPPED,0.00,1.02,1.02,
CVE-2022-36448,SKIPPED,0.00,3.55,3.55,
CVE-2022-41917,SKIPPED,0.00,5.15,5.15,
CVE-2022-35517,SKIPPED,0.00,8.21,8.21,
CVE-2022-35572,SKIPPED,0.00,5.33,5.33,
CVE-2021-38957,SKIPPED,0.00,6.04,6.04,
CVE-2022-41797,SKIPPED,0.00,6.32,6.32,
CVE-2022-24040,SKIPPED,0.00,5.09,5.09,
CVE-2022-38461,SKIPPED,0.00,4.91,4.91,
CVE-2021-40365,SKIPPED,0.00,5.01,5.01,
CVE-2022-32632,SKIPPED,0.00,4.13,4.13,
CVE-2022-47471,SKIPPED,0.00,5.32,5.32,
CVE-2022-34436,SKIPPED,0.00,6.20,6.20,
CVE-2022-36857,SKIPPED,0.00,4.77,4.77,
CVE-2022-23163,SKIPPED,0.00,4.37,4.37,
CVE-2022-3842,SKIPPED,0.00,3.40,3.40,
CVE-2022-29527,SKIPPED,0.00,5.39,5.39,
CVE-2022-26531,SKIPPED,0.00,4.09,4.09,
CVE-2022-20907,SKIPPED,0.00,5.12,5.12,
CVE-2022-37010,SKIPPED,0.00,5.19,5.19,
CVE-2021-39058,SKIPPED,0.00,4.19,4.19,
CVE-2022-0646,SKIPPED,0.00,3.41,3.41,
CVE-2021-44383,SKIPPED,0.00,5.95,5.95,
CVE-2022-35944,SKIPPED,0.00,4.87,4.87,
CVE-2022-31796,SKIPPED,0.00,5.19,5.19,
CVE-2022-35525,SKIPPED,0.00,5.62,5.62,
CVE-2021-46304,SKIPPED,0.00,4.82,4.82,
CVE-2022-46338,SKIPPED,0.00,5.49,5.49,
CVE-2022-22237,SKIPPED,0.00,5.23,5.23,
CVE-2022-22542,SKIPPED,0.00,4.66,4.66,
CVE-2021-39021,SKIPPED,0.00,4.11,4.11,
CVE-2022-3964,SKIPPED,0.00,4.64,4.64,
CVE-2022-20002,SKIPPED,0.00,4.10,4.10,
CVE-2022-25921,SKIPPED,0.00,4.22,4.22,
CVE-2021-43838,SKIPPED,0.00,4.79,4.79,
CVE-2022-0603,SKIPPED,0.00,3.70,3.70,
CVE-2022-24441,SKIPPED,0.00,4.99,4.99,
CVE-2022-37146,SKIPPED,0.00,4.50,4.50,
CVE-2022-23935,SKIPPED,0.00,5.73,5.73,
CVE-2022-30105,SKIPPED,0.00,5.34,5.34,
CVE-2022-1383,SKIPPED,0.00,3.32,3.32,
CVE-2022-20908,SKIPPED,0.00,5.53,5.53,
CVE-2022-35415,SKIPPED,0.00,5.59,5.59,
CVE-2022-33175,SKIPPED,0.00,4.99,4.99,
CVE-2021-42782,SKIPPED,0.00,3.15,3.15,
CVE-2022-44436,SKIPPED,0.00,4.67,4.67,
CVE-2021-0903,SKIPPED,0.00,5.62,5.62,
CVE-2022-20536,SKIPPED,0.00,4.66,4.66,
CVE-2022-46411,SKIPPED,0.00,7.68,7.68,
CVE-2022-46313,SKIPPED,0.00,4.94,4.94,
CVE-2022-1866,SKIPPED,0.00,4.00,4.00,
CVE-2022-30952,SKIPPED,0.00,4.20,4.20,
CVE-2022-31541,SKIPPED,0.00,4.12,4.12,
CVE-2022-34446,SKIPPED,0.00,4.22,4.22,
CVE-2022-36202,SKIPPED,0.00,4.35,4.35,
CVE-2022-33938,SKIPPED,0.00,3.87,3.87,
CVE-2022-28345,SKIPPED,0.00,5.08,5.08,
CVE-2022-24322,SKIPPED,0.00,4.84,4.84,
CVE-2022-34767,SKIPPED,0.00,4.89,4.89,
CVE-2021-42760,SKIPPED,0.00,4.03,4.03,
CVE-2022-41627,SKIPPED,0.00,4.73,4.73,
CVE-2022-36278,SKIPPED,0.00,4.88,4.88,
CVE-2022-25649,SKIPPED,0.00,4.34,4.34,
CVE-2022-29053,SKIPPED,0.00,4.86,4.86,
CVE-2022-31110,SKIPPED,0.00,4.06,4.06,
CVE-2022-45782,SKIPPED,0.00,3.93,3.93,
CVE-2022-1003,SKIPPED,0.00,4.70,4.70,
CVE-2022-29217,SKIPPED,0.00,4.81,4.81,
CVE-2022-26716,SKIPPED,0.00,3.83,3.83,
CVE-2022-36086,SKIPPED,0.00,5.80,5.80,
CVE-2022-47909,SKIPPED,0.00,4.27,4.27,
CVE-2022-23039,SKIPPED,0.00,4.29,4.29,
CVE-2022-33733,SKIPPED,0.00,4.78,4.78,
CVE-2022-21820,SKIPPED,0.00,5.60,5.60,
CVE-2021-21816,SKIPPED,0.00,4.48,4.48,
CVE-2022-1764,SKIPPED,0.00,4.12,4.12,
CVE-2022-2071,SKIPPED,0.00,5.90,5.90,
CVE-2022-20266,SKIPPED,0.00,5.69,5.69,
CVE-2022-2276,SKIPPED,0.00,4.94,4.94,
CVE-2022-1811,SKIPPED,0.00,4.37,4.37,
CVE-2022-2124,SKIPPED,0.00,4.02,4.02,
CVE-2022-31746,SKIPPED,0.00,6.23,6.23,
CVE-2022-1159,SKIPPED,0.00,10.49,10.49,
CVE-2022-26034,SKIPPED,0.00,4.67,4.67,
CVE-2021-41277,SKIPPED,0.00,4.15,4.15,
CVE-2022-27490,SKIPPED,0.00,4.48,4.48,
CVE-2021-44381,SKIPPED,0.00,5.09,5.09,
CVE-2021-43925,SKIPPED,0.00,5.67,5.67,
CVE-2022-25214,SKIPPED,0.00,5.25,5.25,
CVE-2022-28488,SKIPPED,0.00,4.07,4.07,
CVE-2022-27660,SKIPPED,0.00,4.20,4.20,
CVE-2022-27575,SKIPPED,0.00,4.64,4.64,
CVE-2022-21191,SKIPPED,0.00,6.09,6.09,
CVE-2022-0993,SKIPPED,0.00,7.68,7.68,
CVE-2022-31772,SKIPPED,0.00,5.43,5.43,
CVE-2021-28633,SKIPPED,0.00,4.98,4.98,
CVE-2021-41571,SKIPPED,0.00,5.37,5.37,
CVE-2022-4247,SKIPPED,0.00,4.55,4.55,
CVE-2021-42725,SKIPPED,0.00,3.85,3.85,
CVE-2022-25302,SKIPPED,0.00,5.10,5.10,
CVE-2021-0078,SKIPPED,0.00,4.76,4.76,
CVE-2022-26437,SKIPPED,0.00,4.53,4.53,
CVE-2021-44376,SKIPPED,0.00,5.00,5.00,
CVE-2022-34306,SKIPPED,0.00,3.86,3.86,
CVE-2022-39898,SKIPPED,0.00,4.30,4.30,
CVE-2022-35666,SKIPPED,0.00,5.78,5.78,
CVE-2021-44414,SKIPPED,0.00,6.01,6.01,
CVE-2022-1053,SKIPPED,0.00,5.43,5.43,
CVE-2022-32484,SKIPPED,0.00,6.34,6.34,
CVE-2022-31168,SKIPPED,0.00,4.47,4.47,
CVE-2021-45382,SKIPPED,0.00,4.37,4.37,
CVE-2022-25912,SKIPPED,0.00,4.00,4.00,
CVE-2022-20321,SKIPPED,0.00,4.62,4.62,
CVE-2022-20695,SKIPPED,0.00,4.99,4.99,
CVE-2022-3564,SKIPPED,0.00,5.33,5.33,
CVE-2021-44392,SKIPPED,0.00,4.89,4.89,
CVE-2021-39144,SKIPPED,0.00,5.66,5.66,
CVE-2021-28918,SKIPPED,0.00,4.63,4.63,
CVE-2021-36741,SKIPPED,0.00,4.93,4.93,
CVE-2022-3723,SKIPPED,0.00,4.02,4.02,
CVE-2022-22104,SKIPPED,0.00,3.68,3.68,
CVE-2022-33328,SKIPPED,0.00,3.22,3.22,
CVE-2022-43883,SKIPPED,0.00,6.97,6.97,
CVE-2021-37976,SKIPPED,0.00,4.14,4.14,
CVE-2022-4257,SKIPPED,0.00,4.30,4.30,
CVE-2022-34974,SKIPPED,0.00,4.88,4.88,
CVE-2022-32449,SKIPPED,0.00,5.15,5.15,
CVE-2022-3724,SKIPPED,0.00,4.75,4.75,
CVE-2022-0456,SKIPPED,0.00,3.91,3.91,
CVE-2021-46155,SKIPPED,0.00,4.15,4.15,
CVE-2022-1893,SKIPPED,0.00,5.48,5.48,
CVE-2022-0799,SKIPPED,0.00,5.55,5.55,
CVE-2022-29839,SKIPPED,0.00,5.30,5.30,
CVE-2022-41178,SKIPPED,0.00,5.34,5.34,
CVE-2022-1829,SKIPPED,0.00,4.07,4.07,
CVE-2022-37898,SKIPPED,0.00,4.99,4.99,
CVE-2022-22729,SKIPPED,0.00,4.14,4.14,
CVE-2022-29631,SKIPPED,0.00,4.69,4.69,
CVE-2021-35120,SKIPPED,0.00,4.17,4.17,
CVE-2022-1491,SKIPPED,0.00,3.80,3.80,
CVE-2022-28166,SKIPPED,0.00,4.42,4.42,
CVE-2022-2073,SKIPPED,0.00,4.77,4.77,
CVE-2022-35523,SKIPPED,0.00,0.84,0.84,
CVE-2022-47083,SKIPPED,0.00,3.77,3.77,
CVE-2022-20621,SKIPPED,0.00,4.20,4.20,
CVE-2022-25079,SKIPPED,0.00,4.94,4.94,
CVE-2022-20941,SKIPPED,0.00,5.76,5.76,
CVE-2022-48216,SKIPPED,0.00,5.32,5.32,
CVE-2022-46829,SKIPPED,0.00,4.36,4.36,
CVE-2021-39649,SKIPPED,0.00,4.81,4.81,
CVE-2021-44525,SKIPPED,0.00,5.16,5.16,
CVE-2022-23741,SKIPPED,0.00,4.86,4.86,
CVE-2022-27573,SKIPPED,0.00,4.60,4.60,
CVE-2022-1493,SKIPPED,0.00,3.55,3.55,
CVE-2021-45470,SKIPPED,0.00,3.61,3.61,
CVE-2022-29856,SKIPPED,0.00,4.06,4.06,
CVE-2022-20487,SKIPPED,0.00,4.86,4.86,
CVE-2021-39049,SKIPPED,0.00,5.08,5.08,
CVE-2022-1101,SKIPPED,0.00,4.77,4.77,
CVE-2021-21528,SKIPPED,0.00,5.71,5.71,
CVE-2022-31578,SKIPPED,0.00,3.81,3.81,
CVE-2022-41008,SKIPPED,0.00,3.69,3.69,
CVE-2022-3974,SKIPPED,0.00,4.75,4.75,
CVE-2022-26834,SKIPPED,0.00,4.65,4.65,
CVE-2022-32483,SKIPPED,0.00,5.74,5.74,
CVE-2022-28096,SKIPPED,0.00,3.94,3.94,
CVE-2022-31527,SKIPPED,0.00,3.92,3.92,
CVE-2022-22516,SKIPPED,0.00,4.72,4.72,
CVE-2021-0163,SKIPPED,0.00,4.97,4.97,
CVE-2022-26833,SKIPPED,0.00,4.67,4.67,
CVE-2022-39110,SKIPPED,0.00,6.94,6.94,
CVE-2022-41125,SKIPPED,0.00,3.63,3.63,
CVE-2022-22031,SKIPPED,0.00,3.95,3.95,
CVE-2022-24823,SKIPPED,0.00,4.66,4.66,
CVE-2021-39675,SKIPPED,0.00,3.83,3.83,
CVE-2022-31534,SKIPPED,0.00,4.88,4.88,
CVE-2022-20858,SKIPPED,0.00,4.38,4.38,
CVE-2022-40962,SKIPPED,0.00,3.61,3.61,
CVE-2022-35866,SKIPPED,0.00,4.89,4.89,
CVE-2022-39108,SKIPPED,0.00,4.84,4.84,
CVE-2022-30746,SKIPPED,0.00,4.21,4.21,
CVE-2021-0069,SKIPPED,0.00,5.63,5.63,
CVE-2021-0071,SKIPPED,0.00,5.35,5.35,
CVE-2022-30976,SKIPPED,0.00,3.89,3.89,
CVE-2022-26994,SKIPPED,0.00,4.72,4.72,
CVE-2022-22101,SKIPPED,0.00,5.04,5.04,
CVE-2022-21919,SKIPPED,0.00,3.53,3.53,
CVE-2021-39306,SKIPPED,0.00,6.98,6.98,
CVE-2022-25076,SKIPPED,0.00,4.50,4.50,
CVE-2022-0222,SKIPPED,0.00,6.17,6.17,
CVE-2022-36360,SKIPPED,0.00,4.53,4.53,
CVE-2022-2858,SKIPPED,0.00,3.97,3.97,
CVE-2022-40150,SKIPPED,0.00,4.13,4.13,
CVE-2022-25643,SKIPPED,0.00,6.45,6.45,
CVE-2022-1792,SKIPPED,0.00,4.20,4.20,
CVE-2022-36486,SKIPPED,0.00,4.31,4.31,
CVE-2022-40502,SKIPPED,0.00,6.06,6.06,
CVE-2022-26580,SKIPPED,0.00,3.75,3.75,
CVE-2021-30713,SKIPPED,0.00,4.14,4.14,
CVE-2022-25749,SKIPPED,0.00,3.94,3.94,
CVE-2022-31549,SKIPPED,0.00,3.76,3.76,
CVE-2022-26119,SKIPPED,0.00,5.19,5.19,
CVE-2022-39032,SKIPPED,0.00,4.18,4.18,
CVE-2022-31556,SKIPPED,0.00,4.60,4.60,
CVE-2022-37901,SKIPPED,0.00,5.51,5.51,
CVE-2022-32647,SKIPPED,0.00,4.21,4.21,
CVE-2021-44988,SKIPPED,0.00,9.39,9.39,
CVE-2022-4171,SKIPPED,0.00,4.96,4.96,
CVE-2022-27510,SKIPPED,0.00,4.13,4.13,
CVE-2022-20699,SKIPPED,0.00,4.07,4.07,
CVE-2022-20328,SKIPPED,0.00,4.09,4.09,
CVE-2022-4702,SKIPPED,0.00,4.22,4.22,
CVE-2021-41637,SKIPPED,0.00,4.25,4.25,
CVE-2022-45063,SKIPPED,0.00,4.60,4.60,
